,Date,Open,High,Low,Close,Adj Close,Volume
1,2017-01-04,15.800000190734863,15.979999542236328,15.600000381469728,15.960000038146973,13.414823532104492,7671900
7,2017-01-12,15.8100004196167,15.84000015258789,15.470000267028809,15.619999885559082,13.129043579101562,4250200
